user_id,group,day,completed
92961,treatment,6,1
92962,control,9,1
92963,control,6,0
92964,control,1,0
92965,treatment,7,0
92966,control,9,0
92967,control,12,0
92968,control,14,0
92969,control,6,0
92970,treatment,5,0
92971,treatment,3,0
92972,control,9,0
92973,treatment,10,0
92974,control,6,0
92975,treatment,3,0
92976,treatment,3,0
92977,control,3,0
92978,treatment,8,0
92979,treatment,7,0
92980,control,10,0
92981,control,6,0
92982,control,6,0
92983,treatment,14,0
92984,treatment,1,0
92985,treatment,8,0
92986,treatment,5,1
92987,control,14,0
92988,control,7,0
92989,treatment,6,0
92990,control,2,0
92991,treatment,8,0
92992,control,1,0
92993,control,14,0
92994,treatment,5,0
92995,treatment,6,1
92996,control,13,0
92997,control,14,0
92998,treatment,6,0
92999,control,10,0
93000,treatment,8,0
93001,control,5,1
93002,control,12,0
93003,control,14,0
93004,treatment,12,0
93005,treatment,11,0
93006,control,2,0
93007,control,9,0
93008,treatment,5,0
93009,control,10,0
93010,treatment,3,0
93011,control,3,0
93012,control,1,1
93013,control,3,0
93014,control,10,0
93015,control,6,0
93016,treatment,3,0
93017,treatment,2,1
93018,control,13,0
93019,control,13,0
93020,control,14,0
93021,control,8,1
93022,control,5,0
93023,control,14,0
93024,control,12,0
93025,treatment,14,0
93026,control,11,0
93027,treatment,9,0
93028,treatment,11,0
93029,treatment,1,0
93030,control,4,0
93031,control,4,0
93032,control,10,1
93033,control,12,0
93034,control,7,0
93035,control,5,0
93036,control,2,0
93037,treatment,3,0
93038,control,8,0
93039,control,2,0
93040,control,12,0
93041,treatment,6,0
93042,treatment,13,0
93043,control,12,0
93044,treatment,3,0
93045,control,6,0
93046,control,6,0
93047,control,14,0
93048,treatment,6,0
93049,treatment,5,0
93050,control,10,0
93051,treatment,14,1
93052,control,4,0
93053,control,12,0
93054,control,1,0
93055,treatment,13,1
93056,control,9,0
93057,treatment,4,0
93058,control,1,0
93059,control,11,0
93060,control,4,0
93061,control,11,0
93062,treatment,9,0
93063,treatment,11,0
93064,control,12,0
93065,treatment,6,0
93066,control,12,0
93067,control,2,0
93068,treatment,9,0
93069,treatment,6,0
93070,control,2,0
93071,control,12,0
93072,control,6,0
93073,control,10,0
93074,treatment,4,0
93075,treatment,12,0
93076,treatment,4,0
93077,control,1,0
93078,control,6,0
93079,control,6,0
93080,control,10,0
93081,control,3,1
93082,control,2,0
93083,control,9,0
93084,treatment,1,0
93085,treatment,5,0
93086,treatment,3,0
93087,treatment,3,0
93088,treatment,13,0
93089,control,6,0
93090,control,13,0
93091,control,2,0
93092,treatment,2,0
93093,treatment,10,0
93094,treatment,1,0
93095,treatment,4,0
93096,treatment,2,0
93097,control,3,0
93098,control,2,0
93099,treatment,12,0
93100,treatment,2,0
93101,treatment,1,0
93102,treatment,4,0
93103,control,1,0
93104,control,9,0
93105,control,1,0
93106,control,11,0
93107,control,13,0
93108,treatment,5,0
93109,treatment,5,0
93110,control,3,1
93111,control,3,0
93112,treatment,9,0
93113,treatment,13,1
93114,control,7,0
93115,control,13,0
93116,control,14,0
93117,control,2,0
93118,treatment,12,1
93119,treatment,2,0
93120,treatment,13,0
93121,treatment,9,0
93122,control,14,0
93123,control,7,0
93124,control,9,0
93125,control,10,1
93126,control,7,0
93127,control,4,0
93128,treatment,3,0
93129,control,5,0
93130,control,13,0
93131,control,13,0
93132,control,6,0
93133,control,14,0
93134,control,11,0
93135,control,14,1
93136,treatment,6,0
93137,control,9,0
93138,treatment,12,0
93139,control,9,0
93140,control,14,0
93141,treatment,3,0
93142,control,9,0
93143,control,9,0
93144,control,10,0
93145,control,8,0
93146,control,11,0
93147,treatment,2,0
93148,control,3,0
93149,control,13,0
93150,treatment,2,0
93151,control,3,0
93152,treatment,13,0
93153,treatment,4,0
93154,treatment,7,0
93155,control,5,0
93156,control,4,1
93157,control,14,0
93158,treatment,6,1
93159,control,5,0
93160,control,4,0
93161,treatment,9,0
93162,treatment,10,0
93163,control,1,1
93164,control,10,0
93165,control,4,0
93166,control,2,0
93167,treatment,4,0
93168,control,11,0
93169,treatment,12,0
93170,control,3,0
93171,control,3,0
93172,control,2,0
93173,control,13,0
93174,control,7,0
93175,control,9,0
93176,treatment,5,0
93177,control,5,0
93178,control,5,0
93179,control,7,0
93180,treatment,6,0
93181,control,9,1
93182,control,12,0
93183,control,10,1
93184,control,4,0
93185,control,2,0
93186,treatment,3,0
93187,control,5,0
93188,control,2,0
93189,treatment,5,0
93190,control,3,0
93191,control,6,0
93192,control,2,1
93193,treatment,1,1
93194,treatment,13,0
93195,treatment,12,0
93196,control,8,0
93197,control,11,0
93198,treatment,2,1
93199,control,14,0
93200,treatment,13,0
93201,treatment,12,0
93202,control,10,0
93203,treatment,13,0
93204,control,1,0
93205,treatment,14,0
93206,control,10,0
93207,treatment,5,0
93208,control,13,0
93209,control,10,0
93210,control,11,0
93211,control,7,0
93212,treatment,8,0
93213,control,5,0
93214,treatment,14,0
93215,treatment,4,0
93216,control,1,0
93217,control,11,0
93218,treatment,12,0
93219,control,4,0
93220,control,14,0
93221,treatment,14,0
93222,treatment,11,0
93223,treatment,12,0
93224,treatment,4,0
93225,treatment,4,0
93226,treatment,7,1
93227,control,14,0
93228,treatment,12,0
93229,control,9,0
93230,treatment,11,0
93231,control,5,0
93232,control,9,0
93233,control,3,0
93234,treatment,3,0
93235,treatment,1,0
93236,treatment,7,1
93237,treatment,7,0
93238,control,6,0
93239,control,9,0
93240,treatment,10,0
93241,control,4,0
93242,treatment,12,0
93243,control,9,0
93244,control,2,0
93245,control,6,0
93246,treatment,2,0
93247,control,14,0
93248,control,3,0
93249,control,8,0
93250,control,1,0
93251,control,12,0
93252,treatment,12,0
93253,treatment,9,0
93254,control,7,0
93255,treatment,9,0
93256,treatment,14,0
93257,treatment,3,0
93258,control,10,0
93259,treatment,10,0
93260,treatment,12,0
93261,control,5,0
93262,control,13,0
93263,treatment,4,0
93264,control,9,0
93265,control,3,1
93266,control,13,0
93267,control,13,1
93268,control,14,0
93269,control,10,0
93270,control,9,0
93271,treatment,2,1
93272,control,4,0
93273,control,8,0
93274,control,8,0
93275,control,14,0
93276,control,2,0
93277,control,12,0
93278,treatment,2,0
93279,control,1,0
93280,treatment,6,0
93281,control,2,0
93282,treatment,14,0
93283,treatment,10,1
93284,treatment,1,0
93285,treatment,4,0
93286,control,10,0
93287,control,13,0
93288,control,1,0
93289,control,12,0
93290,control,14,0
93291,treatment,8,0
93292,control,5,0
93293,control,3,0
93294,treatment,7,0
93295,control,12,0
93296,treatment,10,0
93297,control,9,0
93298,control,9,0
93299,treatment,5,1
93300,control,14,0
93301,treatment,5,0
93302,control,11,0
93303,treatment,14,1
93304,treatment,5,0
93305,treatment,14,0
93306,control,5,0
93307,control,7,0
93308,control,9,0
93309,treatment,12,1
93310,control,11,0
93311,control,6,0
93312,treatment,2,0
93313,treatment,6,0
93314,treatment,9,0
93315,control,5,0
93316,control,10,0
93317,control,11,0
93318,treatment,9,0
93319,control,10,0
93320,control,2,0
93321,control,5,0
93322,control,10,0
93323,treatment,7,1
93324,treatment,10,0
93325,control,11,0
93326,control,7,0
93327,treatment,10,0
93328,control,1,0
93329,control,2,0
93330,treatment,6,0
93331,control,13,0
93332,treatment,14,0
93333,control,7,1
93334,control,11,0
93335,treatment,11,0
93336,control,12,0
93337,control,2,0
93338,control,7,0
93339,control,7,0
93340,control,13,0
93341,control,7,0
93342,control,4,1
93343,control,4,0
93344,control,5,0
93345,control,4,0
93346,control,3,0
93347,control,5,0
93348,treatment,8,0
93349,treatment,6,0
93350,treatment,12,0
93351,control,7,0
93352,control,11,0
93353,control,4,0
93354,control,6,0
93355,control,1,0
93356,treatment,4,0
93357,treatment,7,0
93358,control,12,0
93359,treatment,14,0
93360,control,13,0
93361,control,9,0
93362,treatment,14,0
93363,control,3,0
93364,control,6,0
93365,control,6,0
93366,treatment,13,0
93367,treatment,11,0
93368,control,11,0
93369,control,1,0
93370,control,6,0
93371,control,11,0
93372,control,11,0
93373,control,8,0
93374,treatment,11,0
93375,treatment,2,0
93376,control,10,0
93377,treatment,8,0
93378,control,10,0
93379,control,12,0
93380,control,3,0
93381,control,13,1
93382,control,12,0
93383,control,6,0
93384,treatment,6,0
93385,control,5,0
93386,control,10,0
93387,treatment,11,0
93388,treatment,4,0
93389,control,14,0
93390,control,2,0
93391,control,1,0
93392,control,9,0
93393,control,10,0
93394,control,11,0
93395,control,7,0
93396,control,12,0
93397,control,9,0
93398,treatment,7,0
93399,control,9,0
93400,control,4,0
93401,treatment,5,0
93402,treatment,9,1
93403,control,11,0
93404,control,2,0
93405,treatment,14,0
93406,treatment,12,0
93407,treatment,2,0
93408,control,14,0
93409,control,3,0
93410,treatment,11,0
93411,control,2,0
93412,control,11,0
93413,treatment,8,0
93414,control,7,0
93415,treatment,2,0
93416,treatment,4,1
93417,control,4,0
93418,control,1,0
93419,treatment,6,1
93420,control,12,0
93421,control,14,0
93422,control,2,0
93423,treatment,5,1
93424,treatment,10,0
93425,control,12,0
93426,control,11,0
93427,treatment,10,0
93428,treatment,3,0
93429,treatment,5,1
93430,treatment,8,0
93431,control,4,0
93432,treatment,13,0
93433,control,6,0
93434,control,10,1
93435,treatment,12,0
93436,control,11,0
93437,control,5,0
93438,control,14,0
93439,control,7,0
93440,treatment,9,0
93441,treatment,14,0
93442,treatment,2,0
93443,treatment,7,0
93444,control,12,0
93445,control,6,0
93446,treatment,6,0
93447,treatment,5,0
93448,control,10,0
93449,treatment,14,0
93450,control,3,0
93451,control,1,0
93452,control,11,0
93453,control,13,0
93454,treatment,12,0
93455,control,14,0
93456,control,6,0
93457,control,8,0
93458,control,1,0
93459,treatment,8,0
93460,control,2,0
93461,treatment,2,0
93462,control,7,0
93463,treatment,1,0
93464,control,13,0
93465,control,8,0
93466,control,4,0
93467,control,3,1
93468,control,4,1
93469,treatment,9,0
93470,treatment,5,0
93471,treatment,4,0
93472,control,7,0
93473,control,7,0
93474,control,7,0
93475,control,10,0
93476,control,8,0
93477,treatment,11,0
93478,control,3,0
93479,treatment,13,0
93480,treatment,11,0
93481,control,9,0
93482,treatment,2,1
93483,treatment,7,0
93484,treatment,10,0
93485,control,2,0
93486,control,10,0
93487,treatment,10,1
93488,treatment,10,0
93489,treatment,14,0
93490,control,3,0
93491,control,7,0
93492,treatment,12,0
93493,control,13,0
93494,control,10,0
93495,control,6,0
93496,control,13,0
93497,treatment,2,0
93498,treatment,1,0
93499,treatment,11,0
93500,treatment,5,0
93501,control,2,0
93502,treatment,13,0
93503,control,3,0
93504,treatment,9,0
93505,treatment,11,0
93506,control,13,0
93507,control,11,0
93508,treatment,5,0
93509,control,5,0
93510,control,2,0
93511,control,2,0
93512,treatment,11,0
93513,control,7,0
93514,treatment,13,0
93515,control,6,0
93516,control,10,0
93517,control,12,0
93518,control,2,0
93519,treatment,2,0
93520,control,7,0
93521,control,5,0
93522,control,12,0
93523,control,7,0
93524,control,6,0
93525,control,12,0
93526,control,4,0
93527,control,8,0
93528,control,6,0
93529,control,6,0
93530,control,12,0
93531,control,2,1
93532,control,11,0
93533,treatment,3,0
93534,treatment,10,0
93535,control,14,0
93536,treatment,9,0
93537,treatment,1,0
93538,control,4,0
93539,control,3,0
93540,control,12,0
93541,treatment,8,0
93542,control,12,1
93543,treatment,8,0
93544,control,8,1
93545,control,13,0
93546,control,12,0
93547,control,10,0
93548,treatment,7,1
93549,control,6,0
93550,control,6,0
93551,control,12,0
93552,control,7,0
93553,control,11,0
93554,treatment,10,0
93555,control,10,0
93556,treatment,13,0
93557,control,10,0
93558,treatment,1,0
93559,control,10,0
93560,control,7,0
93561,control,8,0
93562,treatment,8,0
93563,treatment,5,0
93564,control,13,0
93565,treatment,4,1
93566,treatment,9,0
93567,control,9,0
93568,treatment,6,0
93569,treatment,10,0
93570,control,13,0
93571,control,8,0
93572,control,11,1
93573,control,4,0
93574,control,3,0
93575,control,2,0
93576,control,12,0
93577,control,7,0
93578,control,12,0
93579,control,1,0
93580,treatment,9,0
93581,treatment,2,0
93582,treatment,2,0
93583,treatment,8,0
93584,control,13,0
93585,control,12,0
93586,treatment,14,0
93587,control,12,0
93588,treatment,11,1
93589,control,6,0
93590,control,6,0
93591,treatment,7,0
93592,treatment,5,0
93593,control,3,0
93594,treatment,3,0
93595,control,2,0
93596,treatment,13,0
93597,control,4,1
93598,treatment,14,0
93599,treatment,1,0
93600,control,6,0
93601,treatment,3,0
93602,control,10,0
93603,treatment,10,0
93604,treatment,5,0
93605,control,8,1
93606,control,1,0
93607,treatment,7,0
93608,control,2,0
93609,control,13,0
93610,treatment,4,0
93611,treatment,4,0
93612,treatment,12,0
93613,control,6,0
93614,control,7,0
93615,control,10,0
93616,treatment,1,0
93617,control,8,0
93618,control,6,0
93619,control,5,0
93620,treatment,5,0
93621,control,9,0
93622,treatment,10,0
93623,treatment,8,0
93624,control,3,0
93625,treatment,6,0
93626,treatment,10,0
93627,treatment,13,1
93628,treatment,8,0
93629,treatment,3,0
93630,control,5,0
93631,control,7,0
93632,treatment,7,0
93633,control,11,0
93634,treatment,7,0
93635,control,14,0
93636,control,7,0
93637,control,11,0
93638,control,5,0
93639,treatment,10,0
93640,control,6,0
93641,control,4,0
93642,treatment,7,0
93643,control,6,0
93644,control,3,0
93645,control,4,0
93646,control,10,0
93647,treatment,3,0
93648,control,1,0
93649,control,8,0
93650,treatment,13,0
93651,control,11,0
93652,treatment,7,0
93653,treatment,11,0
93654,control,7,0
93655,control,14,1
93656,treatment,2,0
93657,treatment,4,0
93658,control,12,0
93659,control,13,0
93660,control,5,0
93661,control,12,0
93662,control,7,0
93663,control,5,0
93664,control,7,0
93665,control,12,0
93666,control,8,0
93667,treatment,4,0
93668,control,9,0
93669,control,2,0
93670,control,6,0
93671,control,1,0
93672,control,9,0
93673,control,1,0
93674,control,9,0
93675,control,2,0
93676,control,14,0
93677,treatment,12,0
93678,treatment,4,0
93679,control,3,0
93680,control,12,0
93681,treatment,4,0
93682,control,8,0
93683,control,8,1
93684,control,8,0
93685,treatment,8,1
93686,control,4,0
93687,treatment,10,0
93688,control,6,0
93689,treatment,2,0
93690,treatment,7,0
93691,treatment,8,0
93692,control,4,0
93693,control,14,0
93694,control,5,0
93695,control,3,0
93696,treatment,14,0
93697,treatment,14,1
93698,control,9,0
93699,treatment,13,0
93700,control,8,0
93701,control,4,0
93702,treatment,2,0
93703,control,13,0
93704,control,12,0
93705,control,9,0
93706,treatment,2,0
93707,control,10,0
93708,treatment,14,0
93709,treatment,3,0
93710,treatment,5,0
93711,control,3,0
93712,control,11,0
93713,treatment,8,0
93714,control,10,0
93715,control,10,0
93716,treatment,6,0
93717,treatment,12,0
93718,control,12,0
93719,treatment,11,0
93720,treatment,10,0
93721,control,6,0
93722,control,9,0
93723,control,9,0
93724,treatment,10,0
93725,control,11,0
93726,control,11,0
93727,treatment,12,1
93728,treatment,11,0
93729,treatment,3,1
93730,control,13,0
93731,control,5,0
93732,control,14,0
93733,control,6,0
93734,control,14,0
93735,control,5,1
93736,control,4,0
93737,treatment,7,1
93738,control,8,0
93739,control,8,0
93740,treatment,11,0
93741,treatment,10,0
93742,control,5,0
93743,treatment,5,0
93744,control,3,0
93745,control,14,0
93746,control,14,0
93747,treatment,6,0
93748,treatment,2,0
93749,control,7,0
93750,control,8,0
93751,control,8,0
93752,control,3,0
93753,treatment,8,0
93754,control,2,0
93755,control,9,0
93756,control,9,0
93757,control,8,1
93758,control,3,0
93759,treatment,11,0
93760,control,14,0
93761,treatment,2,0
93762,control,5,0
93763,control,1,0
93764,control,13,0
93765,control,3,0
93766,control,11,0
93767,control,5,0
93768,treatment,8,0
93769,control,11,0
93770,control,11,0
93771,control,10,0
93772,control,3,0
93773,control,12,0
93774,control,6,0
93775,control,13,0
93776,treatment,8,0
93777,control,3,0
93778,control,14,0
93779,control,12,0
93780,treatment,1,0
93781,control,6,0
93782,treatment,4,0
93783,control,13,1
93784,control,5,0
93785,control,4,0
93786,treatment,3,0
93787,treatment,4,0
93788,control,3,0
93789,control,2,0
93790,control,7,0
93791,control,6,0
93792,treatment,7,1
93793,control,14,0
93794,control,3,0
93795,control,9,0
93796,control,1,0
93797,treatment,5,0
93798,control,1,0
93799,treatment,9,0
93800,control,1,0
93801,control,4,0
93802,control,4,0
93803,control,12,0
93804,treatment,5,0
93805,treatment,3,0
93806,control,5,0
93807,control,14,0
93808,treatment,10,0
93809,treatment,2,0
93810,control,12,0
93811,control,3,0
93812,treatment,4,1
93813,treatment,11,0
93814,treatment,1,0
93815,treatment,12,0
93816,control,5,0
93817,control,7,0
93818,control,6,0
93819,control,1,0
93820,control,4,0
93821,control,2,0
93822,control,13,0
93823,treatment,4,0
93824,control,1,1
93825,treatment,5,0
93826,treatment,11,0
93827,control,9,0
93828,control,3,0
93829,control,3,0
93830,treatment,5,0
93831,treatment,12,1
93832,control,2,0
93833,control,1,0
93834,control,4,0
93835,control,13,0
93836,control,14,0
93837,treatment,13,0
93838,treatment,11,0
93839,control,11,0
93840,treatment,7,0
93841,treatment,7,0
93842,treatment,14,0
93843,control,11,0
93844,control,2,0
93845,control,3,0
93846,control,7,0
93847,control,9,0
93848,treatment,9,0
93849,treatment,6,0
93850,control,11,0
93851,control,3,0
93852,control,1,0
93853,control,10,0
93854,treatment,6,0
93855,treatment,10,0
93856,treatment,1,0
93857,control,5,0
93858,treatment,6,0
93859,control,9,0
93860,treatment,4,0
93861,control,3,0
93862,control,3,0
93863,treatment,11,0
93864,control,10,0
93865,treatment,12,0
93866,treatment,9,0
93867,control,13,0
93868,control,14,0
93869,control,11,0
93870,control,6,0
93871,control,8,0
93872,treatment,8,1
93873,control,8,0
93874,treatment,10,1
93875,treatment,2,0
93876,control,14,0
93877,treatment,10,0
93878,control,4,1
93879,treatment,1,0
93880,treatment,2,0
93881,control,6,0
93882,treatment,8,1
93883,treatment,4,0
93884,treatment,6,0
93885,treatment,7,0
93886,treatment,8,0
93887,control,2,0
93888,control,1,0
93889,control,4,0
93890,control,13,0
93891,control,1,0
93892,control,7,0
93893,treatment,10,1
93894,treatment,6,0
93895,control,1,0
93896,treatment,6,0
93897,control,4,0
93898,control,12,0
93899,treatment,3,0
93900,treatment,10,0
93901,treatment,10,0
93902,treatment,7,0
93903,control,3,0
93904,treatment,4,0
93905,control,12,1
93906,treatment,2,0
93907,control,7,0
93908,treatment,12,0
93909,treatment,9,0
93910,control,4,0
93911,control,8,0
93912,control,4,0
93913,treatment,10,0
93914,treatment,14,1
93915,control,4,0
93916,treatment,9,0
93917,treatment,5,0
93918,control,5,1
93919,control,5,0
93920,control,10,0
93921,control,5,0
93922,treatment,5,0
93923,control,1,0
93924,control,1,0
93925,treatment,6,0
93926,control,5,0
93927,control,14,0
93928,control,3,0
93929,treatment,4,1
93930,treatment,12,0
93931,treatment,4,1
93932,control,2,0
93933,control,8,0
93934,control,2,0
93935,control,4,0
93936,treatment,14,1
93937,treatment,14,0
93938,control,13,0
93939,treatment,3,0
93940,control,6,0
93941,control,1,0
93942,control,2,0
93943,control,12,0
93944,control,1,0
93945,treatment,5,0
93946,treatment,2,0
93947,control,5,0
93948,control,11,0
93949,control,11,0
93950,control,7,0
93951,control,5,0
93952,control,6,0
93953,control,8,0
93954,treatment,2,0
93955,treatment,2,0
93956,control,1,0
93957,treatment,5,0
93958,control,11,0
93959,treatment,6,0
93960,control,1,0
93961,control,9,0
93962,control,14,0
93963,control,4,0
93964,treatment,4,0
93965,control,2,0
93966,control,2,0
93967,control,1,0
93968,treatment,11,1
93969,treatment,13,0
93970,treatment,2,0
93971,treatment,13,0
93972,control,2,0
93973,control,8,0
93974,control,1,0
93975,treatment,12,0
93976,treatment,7,0
93977,treatment,10,0
93978,control,1,0
93979,control,7,0
93980,treatment,2,0
93981,treatment,14,0
93982,treatment,12,0
93983,control,2,1
93984,control,12,0
93985,treatment,14,0
93986,control,14,0
93987,treatment,12,0
93988,control,13,0
93989,control,4,0
93990,control,7,0
93991,treatment,5,0
93992,control,8,0
93993,treatment,12,0
93994,control,3,0
93995,control,10,0
93996,treatment,13,0
93997,treatment,1,0
93998,treatment,9,0
93999,control,5,0
94000,control,5,0
94001,control,3,1
94002,control,3,0
94003,control,9,0
94004,treatment,11,0
94005,control,3,0
94006,treatment,13,0
94007,control,2,0
94008,treatment,2,0
94009,treatment,6,0
94010,control,9,0
94011,treatment,5,0
94012,treatment,8,0
94013,treatment,7,0
94014,control,10,0
94015,treatment,2,0
94016,control,5,0
94017,control,2,0
94018,control,10,0
94019,control,12,1
94020,control,6,0
94021,control,1,0
94022,control,13,1
94023,control,4,0
94024,control,5,0
94025,control,9,0
94026,treatment,4,0
94027,control,13,0
94028,treatment,2,0
94029,control,1,0
94030,treatment,7,0
94031,control,4,0
94032,control,14,0
94033,treatment,5,0
94034,treatment,8,0
94035,control,12,0
94036,treatment,7,0
94037,treatment,7,0
94038,control,1,0
94039,treatment,10,0
94040,control,7,0
94041,treatment,5,0
94042,treatment,7,0
94043,control,8,0
94044,treatment,12,0
94045,treatment,2,0
94046,treatment,11,0
94047,treatment,2,0
94048,control,3,0
94049,control,5,0
94050,treatment,13,0
94051,treatment,4,0
94052,control,1,0
94053,treatment,10,0
94054,treatment,14,0
94055,treatment,4,0
94056,control,9,0
94057,control,9,0
94058,treatment,5,0
94059,treatment,11,0
94060,control,12,0
94061,treatment,5,0
94062,control,2,0
94063,control,2,0
94064,control,4,0
94065,treatment,6,0
94066,control,5,0
94067,control,9,0
94068,control,1,0
94069,treatment,5,0
94070,control,12,0
94071,control,11,0
94072,treatment,11,0
94073,control,7,1
94074,treatment,5,1
94075,treatment,5,0
94076,treatment,11,0
94077,control,9,1
94078,control,13,0
94079,control,14,0
94080,treatment,5,0
94081,control,5,0
94082,control,11,0
94083,treatment,11,0
94084,treatment,10,0
94085,control,4,0
94086,control,2,0
94087,treatment,8,0
94088,control,4,0
94089,control,4,0
94090,treatment,4,0
94091,control,12,0
94092,treatment,8,0
94093,treatment,6,0
94094,treatment,11,0
94095,control,3,0
94096,treatment,10,0
94097,control,14,0
94098,control,5,0
94099,treatment,7,0
94100,control,9,1
94101,control,10,0
94102,control,3,0
94103,control,13,0
94104,control,6,0
94105,control,7,0
94106,treatment,8,0
94107,treatment,8,0
94108,control,1,0
94109,control,2,0
94110,treatment,13,0
94111,treatment,3,0
94112,control,2,0
94113,treatment,13,0
94114,control,13,0
94115,control,6,0
94116,control,3,0
94117,control,14,0
94118,control,13,0
94119,control,10,0
94120,control,6,0
94121,control,14,0
94122,treatment,4,0
94123,treatment,3,1
94124,control,2,0
94125,control,8,0
94126,control,14,0
94127,treatment,12,0
94128,control,4,0
94129,control,10,0
94130,treatment,2,0
94131,control,9,0
94132,control,6,0
94133,control,4,0
94134,control,10,0
94135,control,4,0
94136,control,8,0
94137,control,10,0
94138,control,8,0
94139,control,12,0
94140,control,5,0
94141,control,11,0
94142,control,10,0
94143,control,12,0
94144,control,5,0
94145,control,1,0
94146,treatment,4,0
94147,control,4,0
94148,treatment,11,0
94149,control,5,0
94150,treatment,12,0
94151,control,11,0
94152,control,1,0
94153,control,11,0
94154,control,6,0
94155,control,3,0
94156,control,5,0
94157,control,2,0
94158,control,6,0
94159,treatment,11,0
94160,treatment,2,0
94161,control,1,0
94162,treatment,13,0
94163,treatment,5,0
94164,control,8,0
94165,control,5,0
94166,treatment,13,0
94167,treatment,1,0
94168,control,14,0
94169,control,4,0
94170,treatment,9,0
94171,control,8,0
94172,treatment,6,0
94173,control,8,0
94174,treatment,6,0
94175,treatment,8,0
94176,treatment,4,0
94177,control,4,0
94178,control,11,0
94179,control,2,0
94180,control,8,0
94181,control,8,0
94182,treatment,8,0
94183,control,14,0
94184,control,10,0
94185,treatment,7,0
94186,control,3,0
94187,control,5,0
94188,treatment,6,0
94189,control,4,0
94190,control,10,0
94191,control,13,0
94192,treatment,7,0
94193,treatment,9,1
94194,control,6,0
94195,treatment,11,0
94196,control,9,0
94197,control,6,0
94198,treatment,13,0
94199,control,11,0
94200,treatment,6,0
94201,treatment,10,0
94202,control,11,0
94203,treatment,8,0
94204,control,1,1
94205,treatment,13,0
94206,control,5,0
94207,control,12,0
94208,treatment,14,0
94209,control,7,0
94210,control,7,0
94211,control,2,0
94212,treatment,4,0
94213,control,6,0
94214,treatment,2,0
94215,treatment,14,0
94216,control,8,0
94217,treatment,12,0
94218,control,5,0
94219,treatment,2,0
94220,control,9,0
94221,control,10,0
94222,treatment,12,0
94223,treatment,2,0
94224,control,1,0
94225,control,4,0
94226,control,12,0
94227,treatment,5,0
94228,treatment,2,0
94229,control,5,0
94230,control,9,0
94231,treatment,13,0
94232,treatment,3,0
94233,control,1,0
94234,control,7,0
94235,control,14,0
94236,control,5,0
94237,treatment,3,0
94238,control,3,0
94239,control,12,0
94240,control,3,1
94241,treatment,9,0
94242,treatment,10,0
94243,control,14,1
94244,control,9,0
94245,treatment,10,0
94246,control,6,0
94247,control,11,0
94248,treatment,11,0
94249,treatment,9,0
94250,control,8,0
94251,control,1,0
94252,treatment,10,0
94253,control,13,0
94254,treatment,8,0
94255,control,2,0
94256,control,9,0
94257,treatment,5,0
94258,control,8,0
94259,control,4,0
94260,control,6,0
94261,treatment,4,0
94262,control,14,0
94263,control,3,0
94264,treatment,10,0
94265,treatment,14,0
94266,treatment,7,0
94267,control,1,0
94268,control,4,0
94269,control,13,0
94270,treatment,10,0
94271,control,4,0
94272,control,14,0
94273,control,7,0
94274,treatment,2,0
94275,control,1,0
94276,control,2,0
94277,control,10,0
94278,treatment,2,0
94279,treatment,6,0
94280,control,1,0
94281,control,9,0
94282,treatment,14,0
94283,treatment,5,0
94284,control,4,0
94285,control,12,0
94286,control,11,0
94287,control,5,0
94288,treatment,1,0
94289,control,3,0
94290,treatment,9,0
94291,control,7,0
94292,control,10,0
94293,control,4,0
94294,control,3,0
94295,treatment,7,0
94296,treatment,9,0
94297,control,6,0
94298,treatment,10,0
94299,treatment,13,0
94300,control,1,0
94301,control,7,0
94302,control,12,0
94303,control,4,0
94304,control,8,1
94305,control,1,0
94306,control,5,0
94307,treatment,12,0
94308,control,14,0
94309,treatment,1,0
94310,treatment,6,1
94311,treatment,10,0
94312,control,4,0
94313,treatment,14,0
94314,control,11,0
94315,treatment,1,0
94316,control,12,0
94317,control,10,0
94318,treatment,9,0
94319,treatment,6,0
94320,treatment,12,0
94321,treatment,6,1
94322,control,2,0
94323,control,2,0
94324,treatment,9,0
94325,control,3,0
94326,control,4,0
94327,control,12,0
94328,treatment,9,0
94329,control,10,0
94330,treatment,5,0
94331,treatment,1,0
94332,control,3,0
94333,treatment,5,0
94334,treatment,6,0
94335,treatment,6,0
94336,control,7,1
94337,treatment,13,0
94338,control,6,0
94339,control,4,0
94340,control,10,0
94341,control,11,0
94342,control,4,0
94343,treatment,3,0
94344,treatment,2,0
94345,control,13,0
94346,control,1,0
94347,control,14,0
94348,control,13,0
94349,control,10,0
94350,treatment,10,0
94351,control,5,0
94352,control,3,0
94353,treatment,5,0
94354,control,10,0
94355,control,13,0
94356,control,12,0
94357,treatment,9,1
94358,control,9,0
94359,treatment,9,1
94360,control,10,0
94361,control,1,1
94362,treatment,13,0
94363,treatment,4,0
94364,control,5,0
94365,control,5,0
94366,control,14,0
94367,control,6,0
94368,control,9,0
94369,control,8,0
94370,control,10,0
94371,control,4,0
94372,treatment,5,0
94373,control,11,0
94374,control,2,1
94375,treatment,11,0
94376,treatment,12,0
94377,control,12,0
94378,control,12,0
94379,control,5,0
94380,control,12,0
94381,treatment,12,0
94382,treatment,14,0
94383,treatment,6,0
94384,control,10,0
94385,control,10,0
94386,control,8,0
94387,control,10,0
94388,control,14,0
94389,control,1,0
94390,control,13,0
94391,treatment,4,0
